activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
111868618,950632,,KEVEN WITHERSON,3761-63 FLORIDA ST.,SAN DIEGO,CA,92104,A,0,N,S,1521,0,G,B,,B,,X,,,,,,11693 VALLEY VISTA RD.,LAKESIDE,CA,92040,,3,9/4/91,,9/9/91,10/4/91,2011-10-14 16:38:47 EDT
111868626,950632,,WOODCREST DEVELOPMENT OF SAN DIEGO,550 PARKSIDE DR.,CHULA VISTA,CA,92013,A,0,N,S,1742,0,B,B,,A,,X,,,,,,"4180 LA JOLLA VILLAGE DR., STE. 450",LA JOLLAO,CA,92037,,10,9/4/91,,9/5/91,9/9/91,2011-10-14 16:38:47 EDT
111868634,950632,,ALBERTSON'S,780 SYCAMORE AVE,VISTA,CA,92083,A,0,N,S,5411,0,B,B,,A,X,,,,,,,,,,0,,85,11/1/91,,11/5/91,11/13/91,2011-10-14 16:38:47 EDT
111868642,950632,,M.H. GOLDEN CO.,9300 CAMPUS POINT DR,SAN DIEGO,CA,92037,A,0,N,S,1541,0,G,B,,B,,X,,,,,,123 CAMINO DE LA REINA,SAN DIEGO,CA,92108,,10,11/22/91,,11/25/91,12/12/91,2011-10-14 16:38:47 EDT
111868659,950632,,SERVICE CLEANERS & LAUNDRY,48 BROADWAY,CHULA VISTA,CA,91910,A,0,N,S,7216,0,A,B,,N,X,,,,,,,,,,0,N064    000000854,45,5/30/91,8/19/10,7/22/91,7/25/91,2011-10-14 16:38:47 EDT
111868667,950632,,NASSCO,2798 HARBOR DR,SAN DIEGO,CA,92113,A,0,N,S,3731,0,B,B,,Y,,,,,,,,,,,0,N064    000000433,4000,1/31/92,7/30/10,2/7/92,2/11/92,2011-10-14 16:38:47 EDT
111868675,950632,,PACIFIC STEEL INC,1700 CLEVELAND AVE,NATIONAL CITY,CA,91950,A,0,N,S,5093,0,B,B,,B,X,,,,,,,,,,0,,47,3/16/92,,3/16/92,5/1/92,2011-10-14 16:38:47 EDT
111868683,950632,,G-MAC DEVELOPMENT CO,22ND & PEPPER CT,EL CENTRO,CA,92244,A,0,N,S,1623,0,A,B,,B,,X,,,,,,PO BOX 3305,EL CENTRO,CA,92244,,6,4/1/92,,4/1/92,6/12/92,2011-10-14 16:38:47 EDT
111868691,950632,,W C ENTERPRISES,1180 N MARSHALL,EL CAJON,CA,92020,A,0,N,S,1751,0,A,D,I,B,,X,,,,,,,,,0,,,5/26/92,,5/26/92,6/25/92,2011-10-14 16:38:47 EDT
111868709,950652,,AMERICAN UNDERGROUND CONSTRUCTION CO,BALBOA AVE & MORENA BLVD,SAN DIEGO,CA,92117,A,0,N,S,1622,0,H,B,,Y,,,,,,,,3010 RIVER RD,CORONA,CA,91720,N251    000017867,4,6/23/92,10/30/07,6/25/92,7/7/92,2011-10-14 16:38:47 EDT
111868717,950632,,JOHN OLDHAM,6567 LINDA LN,SAN DIEGO,CA,92040,A,0,N,S,1531,0,A,B,,N,,X,,,,,,,,,0,N064    000005588,2,9/25/91,7/28/10,9/25/91,10/3/91,2011-10-14 16:38:47 EDT
111868725,950632,,LUCKY STORES,1860 CORONADO AVE,SAN DIEGO,CA,92154,A,0,N,S,5411,0,A,B,,Y,X,,,,,,,6565 KNOTT AVE,BUENA PARK,CA,90620,,93,12/6/91,,6/4/92,4/15/93,2011-10-14 16:38:47 EDT
111868733,950632,,ESCONDIDO CITY CENTER FOR ARTS,201 N BROADWAY,ESCONDIDO,CA,92075,A,0,N,S,1542,0,H,B,,B,,X,,,,,,,,,0,,1,10/1/91,,1/30/92,2/4/92,2011-10-14 16:38:47 EDT
111868741,950632,,MEL'S BACK INC,9300 CAMPUS POINT DR,LA JOLLA,CA,92037,A,0,N,S,1791,0,B,B,,B,,X,,,,,,,,,0,,40,11/22/91,,11/27/91,2/5/92,2011-10-14 16:38:47 EDT
111868758,950632,,SYLVESTER DEVELOPMENT,115 E. DE LA VALLE,SOLANO BEACH,CA,92075,A,0,N,S,1521,0,B,A,,N,,X,,,,,,115 E. DEL LA VALLE,SOLANO BEACH,CA,92075,N064    000007632,5,2/28/92,3/25/08,2/28/92,7/9/92,2011-10-14 16:38:47 EDT
111868766,950632,,OWL CRANE & RIGGING,1441 QUIVIRA RD,SAN DIEGO,CA,92109,A,0,N,S,7353,0,G,A,,Y,,X,,,,,,11171 CHERRY AVE,FONTANA,CA,92335,N064    000007706,1,1/27/92,7/28/10,1/29/92,2/4/92,2011-10-14 16:38:47 EDT
111868774,950632,,TRI-CITY HOSPITAL,4002 VISTA WAY,OCEANSIDE,CA,92056,B,0,N,H,8062,0,B,B,,N,,,,,,,,,,,0,N064    000006161,2300,3/23/92,9/5/14,3/23/92,7/14/92,2014-09-08 01:01:16 EDT
111868782,950632,,NASSCO,2798 HARBOR DR,SAN DIEGO,CA,92113,A,0,N,S,3731,0,B,B,,Y,,X,,,,,,,,,0,N064    000000433,4000,3/18/92,7/30/10,3/18/92,4/28/92,2011-10-14 16:38:47 EDT
111868790,950632,,ANIMATED CHARACTERS INC,1833 DIAMOND ST,SAN MARCOS,CA,92069,A,0,N,S,7359,0,A,B,,B,X,,,,,,,,,,0,,20,4/15/92,,4/27/92,4/28/92,2011-10-14 16:38:47 EDT
111868808,950632,,SAN DIEGO GAS & ELECTRIC,2844 BURGENER BLVD,SAN DIEGO,CA,92110,A,0,N,S,4931,0,A,B,,A,,X,,,,,,P O BOX 1831,SAN DIEGO,CA,92112,,35,6/5/92,,7/27/92,8/11/92,2011-10-14 16:38:47 EDT
111868816,950632,,SAC MASONRY INC,1228 38TH ST,SAN DIEGO,CA,92113,A,0,N,S,1741,0,B,B,,B,,X,,,,,,340 E 10TH DR,MESA,AZ,85210,,4,8/22/91,,9/23/91,9/25/91,2011-10-14 16:38:47 EDT
111868824,950632,,SDCNTY PSYCHIATRIC HOSPITAL,3851 ROSECRANS,SAN DIEGO,CA,92186,B,0,N,S,8063,0,B,B,,Y,X,,,,,,,,,,0,,101,10/2/91,,10/2/91,12/9/91,2011-10-14 16:38:47 EDT
111868832,950632,,JEFF KULL CONSTRUCTION,ANDREWS & COLUMBIA ST,SAN DIEGO,CA,92103,A,0,N,S,1521,0,H,B,,B,,X,,,,,,3653 HYACINTH DR,SAN DIEGO,CA,92106,,2,10/1/91,,2/21/92,4/13/92,2011-10-14 16:38:47 EDT
111868840,950632,,BILL LYONS CONSTRUCTION,120 C AVE,CORONADO,CA,92118,A,0,N,S,1521,0,B,A,,B,,X,,,,,,344 H AVE,CORONADO,CA,92118,,2,11/20/91,,12/4/91,1/6/92,2011-10-14 16:38:47 EDT
111868857,950632,,EAST COUNTY PIPELINE CONSTRUCTION,2700 BLOCK BROADWAY,SAN DIEGO,CA,92104,A,0,N,S,1623,0,I,B,,B,,X,,,,,,11459 EL NOPAL,LAKESIDE,CA,92040,,6,1/17/92,,1/17/92,1/23/92,2011-10-14 16:38:47 EDT
111868865,950632,,IMPERIAL IRRIGATION DISTRICT,252 EVAN HEWES HWY,EL CENTRO,CA,92243,A,0,N,S,4971,0,A,B,,Y,,X,,,,,,PO BOX 937,IMPERIAL,CA,92251,,1225,2/14/92,,2/27/92,4/9/92,2011-10-14 16:38:47 EDT
111868873,950632,,RAMON SERNA,BROCK FARM FIELD 118,CALEXICO,CA,92231,A,0,N,S,761,0,C,B,,N,,,,,,,,P O BOX 3078,CALEXICO,CA,92231,N064    000008075,60,2/21/92,7/28/10,2/21/92,6/22/92,2011-10-14 16:38:47 EDT
111868881,950632,,D&S CONSTRUCTION,2108 KING VIEW CRL,SPRING VALLEY,CA,92077,A,0,N,S,1751,0,A,A,,N,,X,,,,,,301-3 ENTERPRISE ST,ESCONDIDO,CA,92029,,10,3/17/92,,5/20/92,6/15/92,2011-10-14 16:38:47 EDT
111868899,950632,,PCL CIVIL CONSTRUCTORS,MASSACHUSETTS AVE & HWY 94,LA MESA,CA,91942,A,0,N,S,1623,0,G,B,,B,,X,,,,,,1620 W FOUNTAIN HEAD PARKWAY STE 200,TEMPE,AZ,85282,,15,6/17/92,,10/7/92,1/12/93,2011-10-14 16:38:47 EDT
111868907,950632,,NINTEMAN CONSTRUCTION CO,7901 FROST ST,SAN DIEGO,CA,92123,A,0,N,S,1542,0,G,B,,N,,X,,,,,,4375 JUTLAND DR #200,SAN DIEGO,CA,92117,N064    000008067,10,5/18/92,7/28/10,5/18/92,6/15/92,2011-10-14 16:38:47 EDT
111868915,950632,,MIDAS MUFFLER,363 BROADWAY,CHULA VISTA,CA,91910,A,0,N,S,7533,0,B,A,,N,,,,,,,,,,,0,,6,7/21/92,,1/7/93,4/14/94,2011-10-14 16:38:47 EDT
111868923,950652,,TRAYLOR BROS INC,8415 MISSION GORGE RD,SAN DIEGO,CA,92120,A,0,N,S,1622,0,H,A,,N,,,,,,,,7159 NAVAJO RD SUITE 257,SAN DIEGO,CA,92119,N251    000017866,24,7/9/92,11/13/07,7/10/92,7/23/92,2011-10-14 16:38:47 EDT
111868931,950632,,"BLAKE CONSTRUCTION CO., INC.",5300 BLOCK REMINGTON,SAN DIEGO,CA,92115,A,0,N,S,1541,0,B,B,,B,,X,,,,,,8554 COMMERCE AVE.,SAN DIEGO,CA,92121,,40,10/18/91,,10/18/91,10/28/91,2011-10-14 16:38:47 EDT
111868949,950632,,AFM TRANSPORTATION,3110 HANCOCK ST,SAN DIEGO,CA,92101,A,0,N,S,4214,0,B,A,,B,X,,,,,,,,,,0,,27,3/16/92,,3/16/92,3/27/92,2011-10-14 16:38:47 EDT
111868956,950632,,WESTERLY MECHANICAL,7320 CONVOY CT,SAN DIEGO,CA,92111,A,0,N,S,1711,0,A,B,,B,,X,,,,,,8911 A COMPLEX DR,SAN DIEGO,CA,92123,,16,3/20/92,,4/28/92,7/10/92,2011-10-14 16:38:47 EDT
111868964,950632,,CAMACHO CONSTRUCTION INC,400 W HARBOR DR,SAN DIEGO,CA,92110,A,0,N,S,1541,0,A,D,I,Y,,X,,,,,,2341 JEFFERSON ST,SAN DIEGO,CA,92110,N064    000007324,,3/16/92,2/28/08,3/17/92,4/6/92,2011-10-14 16:38:47 EDT
111868972,950632,,FROST HARDWOOD LUMBER CO,6565 MIRAMAR RD,SAN DIEGO,CA,92121,A,0,N,S,5031,0,B,B,,Y,X,,,,,,,,,,0,N064    000015059,56,3/10/92,3/7/08,3/10/92,4/7/92,2011-10-14 16:38:47 EDT
111868980,950632,,KUBO RADIO,361 E HWY 80,EL CENTRO,CA,92243,A,0,N,S,5087,0,B,D,I,B,X,,,,,,,,,,0,,,4/1/92,,4/1/92,4/13/92,2011-10-14 16:38:47 EDT
111868998,950632,,BECHTEL,MASSACHUSETTS AVE AT HWY 94,LA MESA,CA,91941,A,0,N,S,1629,0,G,B,,B,,X,,,,,,701 B ST STE 655,SAN DIEGO,CA,82191,,2,6/17/92,,10/7/92,1/8/93,2011-10-14 16:38:47 EDT
111869004,950632,,COOPER & SONS CONTRACTING,1755 LISBON LANE,EL CAJON,CA,92019,A,0,N,S,5032,0,B,D,A,B,,,,,,,,,,,0,,,6/26/91,,6/26/91,7/26/91,2011-10-14 16:38:47 EDT
111869012,950632,,FEDERAL BUILDERS,880 FRONT ST,SAN DIEGO,CA,92101,A,0,N,S,1522,0,B,B,,B,,X,,,,,,P O BOX 630,COLTON,CA,92324,,8,8/30/91,,8/30/91,9/10/91,2011-10-14 16:38:47 EDT
111869020,950632,,ROCKBUSTER INC,MASSACHUSETTS AVE & BLACKTON DR,LA MESA,CA,91941,A,0,N,S,1629,0,G,B,,Y,,X,,,,,,1615 FUERTE RANCH RD,EL CAJON,CA,92019,,8,10/7/92,,12/10/92,2/15/94,2011-10-14 16:38:47 EDT
111869038,950641,,ROBERT B. BURSTEIN,761 BEL AIR RD.,LOS ANGELES,CA,90077,A,0,N,S,1751,0,G,B,,N,,X,,,,,,8621 VALLEY FLORES DR.,WEST HILLS,CA,91304,,6,2/20/91,,2/25/91,6/24/94,2011-10-14 16:38:47 EDT
111869046,950641,,C L PECK/JONES BROTHERS CONSTRUCTION CORP,931 W. EIGHTH ST.,LOS ANGELES,CA,90017,A,0,N,S,1521,0,G,B,,Y,,X,,,,,,10866 WILSHIRE BL.,LOS ANGELES,CA,90024,N090    000002205,220,2/20/91,12/17/07,2/20/91,2/26/91,2011-10-14 16:38:47 EDT
111869053,950641,,WEISS SHEET METAL CO INC,10850 PICO BL.,LOS ANGELES,CA,90064,A,0,N,S,1761,0,G,B,,Y,,X,,,,,,,,,0,N090    000004029,3,3/27/91,12/19/07,3/27/91,6/29/94,2011-10-14 16:38:47 EDT
111869079,950641,,COWELCO,10850 W. PICO BL.,LOS ANGELES,CA,90064,A,0,N,S,1791,0,G,B,,Y,,X,,,,,,1634 W. 14TH ST.,LONG BEACH,CA,90813,N090    000004030,6,3/27/91,11/19/07,6/14/91,9/8/94,2011-10-14 16:38:47 EDT
111869087,950641,,WESTFIELD DESIGN & CONSTRUCTION,10850 PICO BL.,LOS ANGELES,CA,90064,A,0,N,S,1542,0,B,B,,Y,,X,,,,,,"2372 VETERAN AVE., STE. 201",WEST LOS ANGELES,CA,90064,N090    000003866,9,3/27/91,12/19/07,6/17/91,3/12/92,2011-10-14 16:38:47 EDT
111869095,950641,,GRINNELL FIRE PROTECTION CO.,10850 PICO BLVD.,LOS ANGELES,CA,90064,A,0,N,S,3669,0,G,B,,A,,X,,,,,,1521 E.ORANGETHORPE AVE. SUITE 100,FULLERTON,CA,92631,,7,3/27/91,,6/21/91,6/21/91,2011-10-14 16:38:47 EDT
111869103,950641,,"LARSON PAINTING COMPANY, INC.",1830 LA CIENEGA BLVD.,LOS ANGELES,CA,90034,A,0,N,S,1721,0,G,B,,B,,X,,,,,,440 ATLAS STREET,LA BREA,CA,92621,,3,4/2/91,,4/30/91,8/27/91,2011-10-14 16:38:47 EDT
111869111,950641,,LEE PLASTERING INC,553 ST. ANDREWS AVE.,LOS ANGELES,CA,90020,A,0,N,S,1771,0,C,A,,Y,,X,,,,,,823 E. BERNARDINO RD.,COVINA,CA,91723,N090    000002814,80,12/28/90,8/16/07,1/11/91,6/28/94,2011-10-14 16:38:47 EDT
111869129,950641,,KR SLOPE REPAIR CORP.,7331 1/2 VISTA DEL MAR LANE,PLAYA DEL REY,CA,90291,A,0,N,S,1521,0,C,D,C,B,,X,,,,,,"4500 FORMAN AVE., UNIT 2",TULUCA,CA,91602,,,12/26/90,,12/26/90,2/21/91,2011-10-14 16:38:47 EDT
111869145,950644,,USF BESTWAY,600 E.LIVE OAK AVE,IRWINDALE,CA,91706,A,0,N,S,4231,0,A,B,,N,,,,,,,,575 E.WEBER AVE.,COMPTON,CA,90221,N087    000014680,2300,12/6/99,8/23/10,1/6/00,11/6/00,2011-10-14 16:38:47 EDT
111869152,950644,,UNITED DIESEL SERVICE,1903 PEN MAR AVE,01327912TE,CA,91733,A,0,N,S,7538,0,B,A,,N,,,,,,,,1903 PEN MAR AVE,S EL MONTE,CA,91733,N087    000014685,17,12/8/99,8/31/10,1/4/00,4/8/00,2011-10-14 16:38:47 EDT
111869160,950644,,EDCO CONSTRUCTION,221 RIVERDALE DR.,GLENDALE,CA,91204,A,0,N,S,1623,0,A,B,,N,,X,,,,,,"2665 HONOLULU AVE., #17",MONTROSE,CA,91020,N087    000014708,1,12/29/99,8/23/10,1/20/00,4/18/00,2011-10-14 16:38:47 EDT
111869178,950644,,COCO'S RESTAURANT,15344 WHITTIER BLVD,WHITTIER,CA,90603,A,0,N,S,5812,0,B,A,,N,,,,,,,,,,,0,N087    000014736,39,1/11/00,8/23/10,1/20/00,11/3/00,2011-10-14 16:38:47 EDT
111869186,950644,,PACTIV,15221 CANARY AVE.,LA MIRADA,CA,90638,A,0,N,S,3081,0,A,A,,N,X,,,,,,,,,,0,N087    000014742,115,1/13/00,8/24/10,2/3/00,3/6/01,2011-10-14 16:38:47 EDT
111869194,950644,,"COMMAND FOOD, INC.",155 N. PUENTE,INDUSTRY,CA,91744,A,0,N,S,2013,0,A,D,B,N,X,,,,,,,,,,0,N087    000014748,,1/14/00,,1/14/00,1/20/00,2011-10-14 16:38:47 EDT
111869202,950644,,CASA BLANKA CONSTRUCTION,5546 ROSEMEAD BLVD.,TEMPLE CITY,CA,91780,A,0,N,S,1751,0,B,A,,N,,X,,,,,,345 DONHENY AVE.,BEVERLY HILLS,CA,90210,N087    000014773,10,1/27/00,8/24/10,2/8/00,5/30/01,2011-10-14 16:38:47 EDT
111869210,950644,,"ATLANTIC GARMENT DYE AND LAUNDRY, INC.",225 N. UNRUH AVENUE,INDUSTRY,CA,91744,A,0,N,S,7219,0,A,A,,N,,,,,,,,,,,0,N087    000016961,80,1/31/00,8/23/10,2/17/00,5/30/01,2011-10-14 16:38:47 EDT
111869236,950641,,"TRIZEC PROPERTIES, INC.",6255 SUNSET BL.,LOS ANGELES,CA,90028,A,0,N,S,6512,0,B,A,,N,,,,,,,,,,,0,N090    000002239,6,12/28/90,1/14/08,1/17/91,1/17/95,2011-10-14 16:38:47 EDT
111869244,950641,,LA CITY LOS ANGELES CONVENTION CENTER,1201 S. FIGUEROA ST.,LOS ANGELES,CA,90015,B,0,N,H,1542,236220,B,B,,Y,,,,,,,,,,,0,N090    000002237,146,1/2/91,2/21/08,4/15/91,4/19/91,2011-10-14 16:38:47 EDT
111869251,950641,,GOLDEN STATE PICTURE FRAME,1933 W. 60TH ST.,LOS ANGELES,CA,90047,A,0,N,H,2499,0,F,B,,B,,,,,,,,,,,0,,90,1/16/91,,1/16/91,1/18/91,2011-10-14 16:38:47 EDT
111869269,950641,,MAIN STREET PROPERTIES,2919 1/2 MAIN ST.,SANTA MONICA,CA,90405,A,0,N,H,3470,0,B,D,C,,,,,,,,,2265 WESTWOOD BLVD.,LOS ANGELES,CA,90064,,,1/10/91,,1/10/91,1/14/91,2011-10-14 16:38:47 EDT
111869277,950641,,SIERRA TOWERS HOMEOWNERS ASSOCIATION,9255 DOHENY ROAD,LOS ANGELES,CA,90069,A,0,N,H,6531,0,B,B,,N,,,,,,,,,,,0,,19,1/24/91,,3/1/91,6/29/94,2011-10-14 16:38:47 EDT
111869285,950614,,YWCA,1515 WEBSTER ST.,OAKLAND,CA,94612,A,0,N,H,8099,0,B,B,,N,,,,,,,,,,,0,,30,6/16/93,,6/21/93,6/21/93,2011-10-14 16:38:47 EDT
111869293,950641,,LA COUNTY HEALTH SERVICES - LAC+USC MEDICAL CENTER,1640 MARENGO ST.,LOS ANGELES,CA,90033,B,0,N,H,8062,0,F,B,,Y,,,,,,,,1200 N. STATE ST. IPT RM 1M11,LOS ANGELES,CA,90033,N090    000004507,8000,1/23/91,9/5/13,1/23/91,8/27/91,2013-09-07 03:59:50 EDT
111869301,950641,,"PARKS PRODUCTS, INC.",3611  CAHUENGA WEST,LOS ANGELES,CA,90068,A,0,N,H,2844,0,C,A,,N,,,,,,,,,,,0,,3,7/17/91,,2/20/92,2/26/92,2011-10-14 16:38:47 EDT
111869319,950641,,UNITED AIRLINES,6016 AVION DRIVE,LOS ANGELES,CA,90045,A,0,N,H,4512,0,B,B,,Y,,,,,,,,,,,0,N090    000002791,402,2/8/91,1/17/08,2/8/91,2/19/91,2011-10-14 16:38:47 EDT
111869327,950641,,BARSOTTI'S INC.,6420 WILSHIRE BL.,LOS ANGELES,CA,90048,A,0,N,H,1742,0,B,A,,Y,,,,,,,,11936 ALTAMAR PL.,SANTA FE SPRINGS,CA,90670,N090    000002875,90,2/7/91,12/31/07,2/7/91,3/5/91,2011-10-14 16:38:47 EDT
111869335,950641,,KAISER PERMANENTE LOS ANGELES MEDICAL CENTER,4867 SUNSET BL.,LOS ANGELES,CA,90027,A,0,N,H,8062,0,B,B,,Y,,,,,,,,,,,0,N090    000014400,5000,1/24/91,1/17/08,2/5/91,3/26/91,2011-10-14 16:38:47 EDT
111869343,950641,,RICHARD A. COYLE & ASSOCIATES,14023 CRENSHAW BLVD.,HAWTHORNE,CA,90250,A,0,N,H,2899,0,B,D,I,B,,,,,,,,,,,0,,,1/13/91,,1/13/91,2/14/91,2011-10-14 16:38:47 EDT
111869350,950641,,BEVERLY HILLS GUN CLUB,12306 W. EXPOSITION BL.,LOS ANGELES,CA,90064,A,0,N,H,7999,0,F,A,,N,,,,,,,,,,,0,N090    000009371,15,3/13/91,12/24/07,3/21/91,7/1/94,2011-10-14 16:38:47 EDT
111869368,950641,,HEWITT & CANFIELD CONSTRUCTION INC,440 GAYLEY AVE.,WEST LOS ANGELES,CA,90024,A,0,N,S,1751,0,C,A,,N,,X,,,,,,65 W. EASY ST. #104,SIMI VALLEY,CA,93065,N090    000005097,7,3/19/91,9/6/07,3/22/91,6/10/94,2011-10-14 16:38:47 EDT
111869376,950641,,CENTURY WEST DEVELOPMENT,440 GAYLEY AVENUE,WESTWOOD,CA,90024,A,0,N,S,1522,0,G,A,,B,,,,,,,,1401 OCEAN AVENUE,SANTA MONICA,CA,90402,,1,3/19/91,,3/22/91,6/13/91,2011-10-14 16:38:47 EDT
111869384,950641,,PACIFIC WEST MECHANICAL,440 GAFYLEY AVE.,LOS ANGELES,CA,90024,A,0,N,S,1711,0,G,A,,N,,X,,,,,,12999 ARROYO ST.,SYLMAR,CA,91340,N090    000003977,4,3/19/91,1/14/08,3/19/91,6/10/94,2011-10-14 16:38:47 EDT
111869392,950641,,ACTION EQUIPMENT & SCAFFOLD INC,3363 W. SIXTH ST.,LOS ANGELES,CA,90020,A,0,N,S,1799,0,C,A,,N,,,,,,,,10113 WHITTIER BL.,WHITTIER,CA,90606,N090    000004326,12,3/21/91,12/19/07,3/25/91,8/23/91,2011-10-14 16:38:47 EDT
111869400,950641,,CALIFORNIA STREET MAINTENANCE INC,1918 W. 169TH ST.,GARDENA,CA,90247,A,0,N,S,7699,0,F,A,,N,X,,,,,,,,,,0,N090    000002049,14,4/3/91,12/17/07,4/3/91,4/24/91,2011-10-14 16:38:47 EDT
111869418,950641,,SOLEC INT. INC.,12533 CHADRON AVE.,HAWTHORNE,CA,90250,A,0,N,S,3674,0,B,A,,B,X,,,,,,,,,,0,,80,3/26/91,,3/27/91,10/2/91,2011-10-14 16:38:47 EDT
111869426,950641,,ANCO METAL IMPROVEMENT,417 W. 164TH ST.,GARDENA,CA,90248,A,0,N,S,3471,0,F,A,,B,X,,,,,,,,,,0,,32,4/1/91,,4/1/91,4/3/91,2011-10-14 16:38:47 EDT
111869434,950641,,T N T PLASTERING,365 SYCAMORE AVE.,LOS ANGELES,CA,90036,A,0,N,S,1771,0,C,A,,N,,X,,,,,,9037 VARNA AVE.,ARLETA,CA,91331,,3,4/4/91,,4/5/91,1/17/95,2011-10-14 16:38:47 EDT
111869442,950641,,POWERS CONSTRUCTION,119 BEACH ST.,INGLEWOOD,CA,90302,A,0,N,S,1751,0,C,A,,Y,,X,,,,,,3823 JASON CIRCLE,TORRANCE,CA,90505,N090    000003939,7,4/4/91,1/9/08,4/5/91,9/14/92,2011-10-14 16:38:47 EDT
111869459,950641,,SILVER STAR PLUMBING,119 BEACH AVE.,INGLEWOOD,CA,90302,A,0,N,S,1711,0,G,A,,N,,X,,,,,,2311 GATES AVE.,REDONDO,CA,90278,,2,4/4/91,,4/5/91,6/29/94,2011-10-14 16:38:47 EDT
111869467,950641,,"FOUNDATION CONTRACTORS, INC.",1400 THIRD ST.,MANHATTAN BEACH,CA,90266,A,0,N,S,1794,0,C,A,,N,,X,,,,,,1443 E. 223RD ST.,CARSON,CA,90745,N090    000005095,4,5/21/91,1/4/08,5/31/91,6/28/94,2011-10-14 16:38:47 EDT
111869483,950641,,ROBINSON PREZIOSO INC,12000 VISTA DEL MAR,PLAYA DEL REY,CA,90291,A,0,N,S,1799,0,G,A,,N,,X,,,,,,10950 DALE ST.,STANTON,CA,90680,N090    000004071,7,4/5/91,1/18/08,4/5/91,4/11/91,2011-10-14 16:38:47 EDT
111869491,950641,,HAWTHORNE SAVINGS & LOAN,13001 S. HAWTHORNE BL.,HAWTHORNE,CA,90250,A,0,N,S,6035,0,B,A,,N,,,,,,,,,,,0,N090    000003982,37,4/8/91,10/30/07,4/10/91,8/7/92,2011-10-14 16:38:47 EDT
111869509,950641,,OGDEN GROUND SERVICES,6951 WORLD WAY WEST,LOS ANGELES,CA,90045,A,0,N,S,4581,0,B,A,,Y,X,,,,,,,6951 WORLD WEST WEST,LOS ANGELES,CA,90045,N090    000005086,100,4/18/91,1/7/08,4/18/91,6/6/91,2011-10-14 16:38:47 EDT
111869517,950641,,DR. ALLAN SHULTZ,585 S. FAIRFAX,LOS ANGELES,CA,90036,A,0,N,S,8011,0,B,A,,B,,,,,,,,,,,0,,1,4/11/91,,4/11/91,4/22/91,2011-10-14 16:38:47 EDT
111869525,950641,,QUINTERO PLASTERING,1156 6TH ST.,MANHATTAN BEACH,CA,90266,A,0,N,S,1771,0,C,A,,N,,X,,,,,,1611  W 220TH ST.,TORANCE,CA,90501,,8,4/5/91,,4/5/91,1/23/95,2011-10-14 16:38:47 EDT
111869533,950641,,ALASKA AIRLINES,"300 WORLD WAY, LAX TERMINAL #3, GATE 300",LOS ANGELES,CA,90045,A,0,N,S,4512,0,B,A,,Y,,,,,,,,,,,0,N090    000004390,55,2/22/91,12/24/07,4/22/91,4/26/91,2011-10-14 16:38:47 EDT
111869541,950641,,AIRPORT TERMINAL SERVICES,LAX TERMINAL 3 GATE 30,LOS ANGELES,CA,90045,A,0,N,S,7363,0,G,A,,B,,,,,,,,"300 WORLD WAY, LAX TERMINAL 3",LOS ANGELES,CA,90045,,30,4/3/91,,4/23/91,4/24/91,2011-10-14 16:38:47 EDT
111869558,950641,,LOYALA PROFESSIONAL BUILDING,8610 S. SEPULVEDA,LOS ANGELES,CA,90045,A,0,N,S,8011,0,G,A,,N,X,,,,,,,,,,0,N090    000004059,2,4/16/91,1/17/08,4/16/91,4/22/91,2011-10-14 16:38:47 EDT
111869566,950641,,RADISON PLAZA HOTEL,1400 PARKVIEW AVENUE,MANHATTAN BEACH,CA,90266,A,0,N,S,7011,0,B,A,,A,X,,,,,,,,,,0,,100,4/15/91,,4/15/91,6/5/91,2011-10-14 16:38:47 EDT
111869574,950641,,CHROMIZING CO.,2100 W. 139TH ST.,GARDENA,CA,90249,A,0,N,S,3724,0,B,A,,Y,X,,,,,,,,,,0,,275,4/18/91,,4/24/91,8/27/91,2011-10-14 16:38:47 EDT
111869582,950641,,BUILDERS TEAM INC.,3583 LAWRY ROAD,LOS ANGELES,CA,90027,A,0,N,S,1521,0,B,A,,B,,X,,,,,,,,,0,,10,6/5/91,,6/5/91,6/27/91,2011-10-14 16:38:47 EDT
111869590,950641,,KDC,4322 WILSHIRE BLVD.,LOS ANGELES,CA,90020,A,0,N,S,1742,0,C,A,,B,,,,,,,,1236 W. COLLINS AVE.,ORANGE,CA,92668,,10,4/10/91,,4/11/91,7/12/91,2011-10-14 16:38:47 EDT
111869608,950641,,SWINERTON & WALBERG,9876 SANTA MONICA BLVD.,BEVERLY HILLS,CA,90210,A,0,N,S,1522,0,B,A,,Y,,X,,,,,,680 WILSHIRE PL. SUITE 300,LOS ANGELES,CA,90210,N090    000001426,100,4/29/91,1/18/08,4/30/91,2/18/93,2011-10-14 16:38:47 EDT
111869616,950641,,ADVANCE PAPER BOX CO.,6100 S. GRAMERCY PLACE,LOS ANGELES,CA,90047,A,0,N,S,2652,0,A,B,,Y,X,,,,,,,,,,0,N090    000003104,140,2/26/91,,5/3/91,8/26/91,2011-10-14 16:38:47 EDT
